Application ID,City,Zip,Application Submission Date,Facility Type,Sector,PV Capacity (kW),Geothermal Capacity (tons),Wind Capacity (kW),Solar Water Capacity (sq ft),Total System Costs ($),Total Rebate,Mounting Location,PPA/Lease,Payment Status
R00437,Bear,19701,07/25/2008,PV,Residential,0.3,,,,3194.67,1322.38,,,Paid
R00400,Middletown,19709,04/07/2008,PV,Residential,0.426,,,,3000.00,903.00,,,Paid
R00837,Ocean View,19970,06/18/2009,PV,Residential,0.57,,,,4703.00,1175.75,,,Paid
8244,Newark,19713,09/08/2016,PV,Residential,0.78,,,,50908.00,429.00,rooftop,lease,Paid
8174,Wilmington,19805,09/21/2016,PV,Residential,0.78,,,,20826.00,429.00,rooftop,lease,Paid
R02264,Magnolia,19962,06/30/2014,PV,Residential,0.81,,,,3800.00,1012.50,,,Paid
R01477,Rehoboth Beach,19971,01/06/2012,PV,Residential,0.84,,,,3847.20,1050.00,,,Paid
9358,Rehoboth Beach,19971,04/17/2018,PV,Residential,0.84,,,,38010.00,420.00,rooftop,owned,Paid
R01176,Middletown,19709,11/30/2010,PV,Residential,0.92,,,,5060.00,1265.00,,,Paid
R00218,Rehoboth Beach,19971,06/22/2007,PV,Residential,1.05,,,,11200.00,5600.00,,,Paid
R01333,New Castle,19720,07/25/2011,PV,Residential,1.05,,,,5033.00,1258.00,,,Paid
R00003,Greenville,19807,09/06/2002,PV,Residential,1.2,,,,10806.00,3782.23,,,Paid
R00420,Middletown,19709,07/22/2008,PV,Residential,1.2,,,,9920.00,4950.00,,,Paid
R01036,Hockessin,19707,05/28/2010,PV,Residential,1.26,,,,6930.00,1732.50,,,Paid
8227,Claymont,19703,09/27/2016,PV,Residential,1.3,,,,30082.00,715.00,rooftop,lease,Paid
8458,Wilmington,19805,10/11/2016,PV,Residential,1.3,,,,10504.00,715.00,rooftop,ppa,Paid
7530,Newark,19702,04/11/2016,PV,Residential,1.325,,,,30475.00,1000.00,rooftop,lease,Paid
R00717,Bear,19701,03/12/2009,PV,Residential,1.35,,,,10462.50,5231.25,,,Paid
R00718,Bear,19701,03/12/2009,PV,Residential,1.35,,,,10462.50,5231.25,,,Paid
R00719,Bear,19701,03/12/2009,PV,Residential,1.35,,,,10462.50,5231.25,,,Paid
R00720,Bear,19701,03/12/2009,PV,Residential,1.35,,,,10462.50,5231.25,,,Paid
R00721,Bear,19701,03/12/2009,PV,Residential,1.35,,,,10462.50,5231.25,,,Paid
R00722,Bear,19701,03/12/2009,PV,Residential,1.35,,,,10462.50,5231.25,,,Paid
R01024,Bear,19701,05/07/2010,PV,Residential,1.38,,,,12927.69,3231.92,,,Paid
R01128,Wilmington,19804,10/01/2010,PV,Residential,1.38,,,,8004.00,2001.00,,,Paid - ARRA
R00460,Bear,19701,07/24/2008,PV,Residential,1.4,,,,10710.00,5355.00,,,Paid
R00716,Bear,19701,03/12/2009,PV,Residential,1.4,,,,10710.00,5355.00,,,Paid
R01533,Dewey Beach,19971,05/07/2012,PV,Residential,1.41,,,,4200.00,1500.00,,,Paid
NR00027,Wilmington,19809,08/13/2007,PV,Non_Residential,1.456,,,,14531.34,7265.69,,,Paid
R00090,Ocean View,19970,03/18/2006,PV,Residential,1.5,,,,16381.08,8190.54,,,Paid
5746,middletown,19709,02/03/2015,PV,Residential,1.5,,,,5980.00,1275.00,rooftop,owned,Paid
R00878,Smyrna,19977,08/20/2009,PV,Residential,1.52,,,,10030.56,2064.43,,,Paid
5292,Middletown,19709,10/22/2014,PV,Residential,1.53,,,,7650.00,1300.50,rooftop,ppa,Paid
6852,Leipsic,19901,09/05/2016,PV,Residential,1.56,,,,20800.00,858.00,rooftop,lease,Paid
8329,Newark,19711,09/21/2016,PV,Residential,1.56,,,,24297.00,858.00,rooftop,lease,Paid
8441,Wilmington,19804,10/18/2016,PV,Residential,1.56,,,,12605.00,858.00,rooftop,ppa,Paid
8678,Newark,19711,11/28/2016,PV,Residential,1.56,,,,39915.00,858.00,rooftop,lease,Paid
8740,New Castle,19720,12/20/2016,PV,Residential,1.56,,,,35714.00,858.00,rooftop,ppa,Paid
8844,Wilmington,19808,12/30/2016,PV,Residential,1.56,,,,24159.00,858.00,rooftop,ppa,Paid
8889,Millsboro,19966,07/12/2017,PV,Residential,1.56,,,,33612.00,858.00,rooftop,lease,Paid
8976,New Castle,19720,01/30/2017,PV,Residential,1.56,,,,33613.00,858.00,rooftop,lease,Paid
R00728,Bear,19701,03/12/2009,PV,Residential,1.575,,,,12127.50,6063.75,,,Paid
R00732,Bear,19701,03/12/2009,PV,Residential,1.575,,,,12127.50,6063.75,,,Paid
R00796,Wilmington,19805,05/01/2009,PV,Residential,1.575,,,,12499.00,6249.50,,,Paid - ARRA
R01340,Bear,19701,08/09/2011,PV,Residential,1.575,,,,10973.50,1968.75,,,Paid
7520,Bethany Beach,19930,09/28/2016,PV,Residential,1.59,,,,23850.00,874.50,rooftop,ppa,Paid
7208,New Castle,19720,10/05/2016,PV,Residential,1.59,,,,23850.00,874.50,rooftop,lease,Paid
7577,Wilmington,19808,12/09/2016,PV,Residential,1.59,,,,54325.00,874.50,rooftop,ppa,Paid
R00959,Wilmington,19803,12/21/2009,PV,Residential,1.6,,,,10800.00,2700.00,,,Paid
R00448,Bear,19701,07/22/2008,PV,Residential,1.62,,,,13365.00,6682.50,,,Paid
R02113,Milton,19968,05/05/2014,PV,Residential,1.65,,,,6249.00,2062.50,,,Paid
R01456,Middletown,19709,12/02/2011,PV,Residential,1.664,,,,10000.00,2080.00,,,Paid
R01545,Claymont,19703,05/15/2012,PV,Solar Lease,1.71,,,,11863.50,2137.50,,,Paid
R01731,Wilmington,19805,02/06/2013,PV,Solar Lease,1.71,,,,10221.00,2143.75,,,Paid
R00519,Newark,19713,09/26/2008,PV,Residential,1.75,,,,20965.00,9800.00,,,Paid
5203,Wilmington,19804,10/08/2014,PV,Residential,1.785,,,,8925.00,1517.25,rooftop,lease,Paid
6155,Seaford,19973,04/21/2015,PV,Residential,1.785,,,,8925.00,1517.25,rooftop,ppa,Paid
R00242,Middletown,19709,08/20/2007,PV,Residential,1.8,,,,19337.00,9668.50,,,Paid
R00260,Wilmington,19810,10/19/2007,PV,Residential,1.8,,,,17600.00,8800.00,,,Paid
R00285,New Castle,19720,12/21/2007,PV,Residential,1.8,,,,17178.00,8589.00,,,Paid
R00381,Rehoboth Beach,19971,05/12/2008,PV,Residential,1.8,,,,14850.00,7425.00,,,Paid
R00382,Rehoboth Beach,19971,05/12/2008,PV,Residential,1.8,,,,14850.00,7425.00,,,Paid
R00696,Harbeson,19951,02/25/2009,PV,Residential,1.8,,,,15300.00,7650.00,,,Paid
R00723,Bear,19701,03/12/2009,PV,Residential,1.8,,,,13770.00,6885.00,,,Paid
R00724,Bear,19701,03/12/2009,PV,Residential,1.8,,,,13770.00,6885.00,,,Paid
R00725,Bear,19701,03/12/2009,PV,Residential,1.8,,,,13770.00,6885.00,,,Paid
R00726,Bear,19701,03/12/2009,PV,Residential,1.8,,,,13770.00,6885.00,,,Paid
R00727,Bear,19701,03/12/2009,PV,Residential,1.8,,,,13770.00,6885.00,,,Paid
9512,Rehoboth Beach,19971,01/30/2019,PV,Residential,1.8,,,,26700.00,900.00,rooftop,owned,Paid
6336,Bethany Beach,19930,09/05/2015,PV,Residential,1.82,,,,33751.00,455.00,rooftop,lease,Paid
7631,Bethany Beach,19930,04/11/2016,PV,Residential,1.82,,,,39000.00,1000.00,rooftop,lease,Paid
8977,Bear,19701,01/25/2017,PV,Residential,1.82,,,,25210.00,1000.00,rooftop,lease,Paid
7436,Bridgeville,19933,08/16/2016,PV,Residential,1.855,,,,23850.00,1000.00,rooftop,lease,Paid
8413,Wilmington,19801,01/06/2017,PV,Residential,1.855,,,,18200.00,1000.00,rooftop,ppa,Paid
R01265,Rehoboth Beach,19971,04/06/2011,PV,Residential,1.89,,,,13865.00,2363.00,,,Paid
R00160,Lewes,19958,11/06/2006,PV,Residential,1.9,,,,20250.00,10125.00,,,Paid
R01046,New Castle,19720,06/17/2010,PV,Residential,1.98,,,,14999.00,3749.75,,,Paid - ARRA
R00213,Wilmington,19801,06/08/2007,PV,Residential,2,,,,23900.00,11950.00,,,Paid
R00236,Wilmington,19808,08/13/2007,PV,Residential,2,,,,16000.00,7981.50,,,Paid
NR00032,Wilmington,19807,09/10/2007,PV,Non_Residential,2,,,,24000.00,12000.00,,,Paid
R00647,Rehoboth Beach,19971,12/22/2008,PV,Residential,2,,,,18000.00,9000.00,,,Paid
R00774,Rehoboth Beach,19971,04/20/2009,PV,Residential,2,,,,15900.00,7950.00,,,Paid
5710,Lewes,19958,02/05/2015,PV,Residential,2,,,,7300.00,1700.00,rooftop,owned,Paid
5721,Wilmington,19808,01/29/2015,PV,Residential,2.04,,,,17850.00,1734.00,rooftop,lease,Paid
5772,Wilmington,19808,02/05/2015,PV,Residential,2.04,,,,33150.00,1734.00,rooftop,lease,Paid
5885,New Castle,19720,02/26/2015,PV,Residential,2.04,,,,10200.00,1734.00,rooftop,lease,Paid
5891,Middletown,19709,02/26/2015,PV,Residential,2.04,,,,44625.00,1734.00,rooftop,lease,Paid
R00815,Wilmington,19803,05/04/2009,PV,Residential,2.07,,,,18732.00,7866.00,,,Paid
7479,Newark,19702,04/06/2016,PV,Residential,2.08,,,,10400.00,1000.00,rooftop,lease,Paid
8068,Wilmington,19803,08/16/2016,PV,Residential,2.08,,,,23140.00,1000.00,rooftop,lease,Paid
7913,Wilmington,19803,08/22/2016,PV,Residential,2.08,,,,21982.00,1000.00,rooftop,lease,Paid
7941,New Castle,19720,09/27/2016,PV,Residential,2.08,,,,23140.00,1000.00,rooftop,lease,Paid
8410,Wilmington,19804,11/09/2016,PV,Residential,2.08,,,,15756.00,1000.00,rooftop,ppa,Paid
7261,Delaware City,19706,02/03/2017,PV,Residential,2.08,,,,10400.00,1000.00,rooftop,lease,Paid
7517,Newark,19702,08/09/2017,PV,Residential,2.08,,,,28599.00,1000.00,rooftop,ppa,Paid
8726,Townsend,19734,12/09/2016,PV,Residential,2.08,,,,34730.00,1144.00,rooftop,owned,Paid
8736,Wilmington,19805,12/20/2016,PV,Residential,2.08,,,,27310.00,1000.00,rooftop,lease,Paid
8904,New Castle,19720,01/25/2017,PV,Residential,2.08,,,,28361.00,1000.00,rooftop,lease,Paid
7491,Newark,19702,03/03/2017,PV,Residential,2.08,,,,10400.00,1000.00,rooftop,lease,Paid
8910,Lewes,19958,02/03/2017,PV,Residential,2.08,,,,37814.00,1000.00,rooftop,lease,Paid
9014,Frederica,19946,07/25/2017,PV,Residential,2.08,,,,33613.00,1000.00,rooftop,lease,Paid
R00474,Hockessin,19707,08/06/2008,PV,Residential,2.1,,,,18900.00,9450.00,,,Paid
7838,New Castle,19720,05/11/2016,PV,Residential,2.12,,,,23585.00,1000.00,rooftop,ppa,Paid
8067,Millsboro,19966,08/12/2016,PV,Residential,2.12,,,,9434.00,1000.00,rooftop,ppa,Paid
8482,Milton,19968,11/18/2016,PV,Residential,2.12,,,,8565.00,1000.00,rooftop,lease,Paid
8415,Wilmington,19801,11/03/2016,PV,Residential,2.12,,,,19271.00,1000.00,rooftop,ppa,Paid
R00469,Wilmington,19803,07/24/2008,PV,Residential,2.15,,,,17850.00,8593.00,,,Paid
R01317,Bethany Beach,19930,03/17/2011,PV,Residential,2.16,,,,15500.00,2700.00,,,Paid
R00594,Newark,19711,11/13/2008,PV,Residential,2.2,,,,18700.00,9350.00,,,Paid
NR00007,Wilmington,19806,01/23/2004,PV,Non_Residential,2.22,,,,22000.00,11000.00,,,Paid
R00306,Milton,19968,01/31/2008,PV,Residential,2.22,,,,23066.00,11533.00,,,Paid
R01180,Newark,19713,12/03/2010,PV,Residential,2.22,,,,20000.00,5000.00,,,Paid
R01114,Dover,19901,09/15/2010,PV,Residential,2.25,,,,15750.00,3937.50,,,Paid
R01916,Ocean View,19970,10/01/2013,PV,Residential,2.29,,,,9079.16,2868.75,,,Paid
5443,Claymont,19703,11/26/2014,PV,Residential,2.295,,,,28050.00,1950.75,rooftop,lease,Paid
5559,Wilmington,19809,01/03/2015,PV,Residential,2.295,,,,11246.00,1950.75,rooftop,lease,Paid
5562,Seaford,19973,01/05/2015,PV,Residential,2.295,,,,38735.00,1950.75,rooftop,lease,Paid
5959,Wilmington,19802,04/06/2015,PV,Residential,2.295,,,,11475.00,1950.75,rooftop,ppa,Paid
R00571,New Castle,19720,10/08/2008,PV,Residential,2.3,,,,20700.00,10350.00,,,Paid
7815,Wilmington,19808,05/19/2016,PV,Residential,2.34,,,,24297.00,1000.00,rooftop,lease,Paid
7298,Bridgeville,19933,08/24/2016,PV,Residential,2.34,,,,11700.00,1000.00,rooftop,lease,Paid
8239,Wilmington,19804,09/27/2016,PV,Residential,2.34,,,,23140.00,1000.00,rooftop,ppa,Paid
8426,Middletown,19709,10/03/2016,PV,Residential,2.34,,,,46218.00,1000.00,rooftop,ppa,Paid
8517,Lewes,19958,11/03/2016,PV,Residential,2.34,,,,51470.00,1000.00,rooftop,lease,Paid
8153,Claymont,19703,01/06/2017,PV,Residential,2.34,,,,50907.00,1000.00,rooftop,lease,Paid
8508,Claymont,19703,05/19/2017,PV,Residential,2.34,,,,19957.00,1000.00,rooftop,ppa,Paid
8455,New Castle,19720,11/07/2016,PV,Residential,2.34,,,,15756.00,1000.00,rooftop,ppa,Paid
8549,Wilmington,19805,11/30/2016,PV,Residential,2.34,,,,18907.00,1000.00,rooftop,ppa,Paid
8775,Bear,19701,01/17/2017,PV,Residential,2.34,,,,9453.00,1000.00,rooftop,ppa,Paid
8787,Newark,19713,12/18/2016,PV,Residential,2.34,,,,39915.00,1000.00,rooftop,lease,Paid
NR00246,Wilmington,19806,05/09/2012,PV,Non_Residential,2.35,,,,,4993.75,,,Paid
R01613,Lincoln,19960,08/27/2012,PV,Residential,2.35,,,,10305.00,2937.50,,,Paid
7424,Bridgeville,19933,03/17/2016,PV,Residential,2.385,,,,19875.00,1000.00,rooftop,lease,Paid
7462,Newark,19713,03/21/2016,PV,Residential,2.385,,,,30475.00,1000.00,rooftop,lease,Paid
8064,Bridgeville,19933,07/28/2016,PV,Residential,2.385,,,,29481.00,1000.00,rooftop,lease,Paid
7640,Wilmington,19809,09/07/2016,PV,Residential,2.385,,,,19875.00,1000.00,rooftop,lease,Paid
7551,Newark,19711,11/23/2016,PV,Residential,2.385,,,,26500.00,1000.00,rooftop,lease,Paid
R00088,Clarksville,19970,03/30/2006,PV,Residential,2.4,,,,21600.00,10800.00,,,Paid
R00097,Wilmington,19802,04/18/2006,PV,Residential,2.4,,,,19539.00,9769.50,,,Paid
R00269,Rehoboth Beach,19971,12/21/2007,PV,Residential,2.4,,,,25938.00,12969.00,,,Paid
R00367,Rehoboth Beach,19971,05/06/2008,PV,Residential,2.4,,,,27600.00,13800.00,,,Paid
R00383,Wilmington,19803,05/12/2008,PV,Residential,2.4,,,,24984.00,12492.00,,,Paid
NR00109,Georgetown,19947,05/01/2009,PV,Non_Residential,2.4,,,,21000.00,10500.00,,,Paid
R00600,Wilmington,19808,11/13/2008,PV,Residential,2.45,,,,25063.00,12531.50,,,Paid
R01720,Wilmington,19806,01/15/2013,PV,Residential,2.45,,,,15549.50,3062.50,,,Paid
R00042,Middletown,19709,02/11/2005,PV,Residential,2.47,,,,27680.00,13840.00,,,Paid
R02233,Rehoboth Beach,19971,06/26/2014,PV,Solar PPA,2.5,,,,12750.00,3125.00,,,Paid
NR00133,Ocean View,19970,11/16/2009,PV,Non_Residential,2.52,,,,20900.00,5225.00,,,Paid
NR00134,Ocean View,19970,11/16/2009,PV,Non_Residential,2.52,,,,20900.00,5225.00,,,Paid
R01021,Wilmington,19809,05/05/2010,PV,Residential,2.52,,,,16442.00,4110.50,,,Paid
R01092,Wilmington,19805,08/26/2010,PV,Residential,2.52,,,,19794.12,4948.53,,,Paid
NR00241,Dover,19904,01/19/2012,PV,Non_Residential,2.52,,,,15799.00,3150.00,,,Paid
5438,Newark,19713,03/11/2015,PV,Residential,2.55,,,,12750.00,2167.50,rooftop,ppa,Paid
6083,New Castle,19720,04/03/2015,PV,Residential,2.55,,,,35700.00,2167.50,rooftop,lease,Paid
R01775,Wilmington,19806,04/26/2013,PV,Solar Lease,2.6,,,,13825.00,3250.00,,,Paid
R01899,Wilmington,19809,10/04/2013,PV,Residential,2.6,,,,14035.00,5200.00,,,Paid
5023,Wilmington,19808,08/13/2014,PV,Residential,2.6,,,,21590.00,2210.00,rooftop,owned,Paid
6258,Rehoboth Beach,19971,05/14/2015,PV,Residential,2.6,,,,9100.00,2210.00,rooftop,owned,Paid
6668,Magnolia,19962,08/18/2015,PV,Residential,2.6,,,,13000.00,2210.00,rooftop,lease,Paid
7418,New Castle,19720,06/08/2016,PV,Residential,2.6,,,,39000.00,1000.00,rooftop,ppa,Paid
8214,Camden-Wyoming,19934,08/17/2016,PV,Residential,2.6,,,,27768.00,1000.00,rooftop,lease,Paid
8218,Wilmington,19803,09/20/2016,PV,Residential,2.6,,,,53222.00,1000.00,rooftop,ppa,Paid
8389,Newark,19711,10/03/2016,PV,Residential,2.6,,,,59873.00,1000.00,rooftop,ppa,Paid
8144,New Castle,19720,10/24/2016,PV,Residential,2.6,,,,23140.00,1000.00,rooftop,lease,Paid
8056,Newark,19702,01/06/2017,PV,Residential,2.6,,,,69420.00,1000.00,rooftop,lease,Paid
8943,New Castle,19720,02/03/2017,PV,Residential,2.6,,,,13655.00,1000.00,tracking,lease,Paid
8573,Townsend,19734,01/17/2017,PV,Residential,2.6,,,,45123.00,1000.00,rooftop,lease,Paid
7957,Newark,19713,03/28/2017,PV,Residential,2.6,,,,11570.00,1000.00,rooftop,lease,Paid
R00811,Wilmington,19803,05/01/2009,PV,Residential,2.625,,,,23250.00,11625.00,,,Paid
R00683,New Castle,19720,02/17/2009,PV,Residential,2.65,,,,25540.00,12770.00,,,Paid
R01914,Townsend,19734,10/22/2013,PV,Residential,2.65,,,,8774.00,1987.50,,,Paid
7466,Middletown,19709,04/05/2016,PV,Residential,2.65,,,,13250.00,1000.00,rooftop,lease,Paid
7835,Millsboro,19966,05/19/2016,PV,Residential,2.65,,,,11793.00,1000.00,rooftop,lease,Paid
7898,Milton,19968,08/19/2016,PV,Residential,2.65,,,,23585.00,1000.00,rooftop,lease,Paid
R01080,Selbyville,19975,08/17/2010,PV,Residential,2.7,,,,18900.00,4725.00,,,Paid
5968,Newark,19702,03/12/2015,PV,Residential,2.75,,,,13750.00,2337.50,rooftop,ppa,Paid
7783,New Castle,19720,05/09/2016,PV,Residential,2.75,,,,13325.00,1512.50,rooftop,owned,Paid
R00086,Middletown,19709,03/20/2006,PV,Residential,2.8,,,,23100.00,11500.00,,,Paid
R00101,Milton,19968,06/02/2006,PV,Residential,2.8,,,,25200.00,12600.00,,,Paid
R00206,Wilmington,19802,05/17/2007,PV,Residential,2.8,,,,21700.00,10850.00,,,Paid
R00220,Middletown,19709,06/26/2007,PV,Residential,2.8,,,,25200.00,12600.00,,,Paid
R00267,Wilmington,19804,11/16/2007,PV,Residential,2.8,,,,23100.00,11550.00,,,Paid
R00433,Middletown,19709,07/22/2008,PV,Residential,2.8,,,,22120.00,11060.00,,,Paid
R00528,Wilmington,19804,10/02/2008,PV,Residential,2.8,,,,23100.00,11550.00,,,Paid
R00599,Wilmington,19810,11/13/2008,PV,Residential,2.8,,,,29575.00,14787.50,,,Paid
R00694,Wilmington,19805,02/25/2009,PV,Residential,2.8,,,,25154.00,12577.00,,,Paid
R00873,New Castle,19720,08/11/2009,PV,Residential,2.8,,,,26428.00,6607.00,,,Paid
9180,New Castle,19720,06/06/2017,PV,Residential,2.8,,,,15500.00,1400.00,rooftop,owned,Paid
9481,Rehoboth Beach,19971,01/28/2019,PV,Residential,2.8,,,,29500.00,1400.00,rooftop,owned,Paid
5377,Lewes,19958,11/11/2014,PV,Residential,2.805,,,,26775.00,2384.25,rooftop,ppa,Paid
5543,Wilmington,19809,12/24/2014,PV,Residential,2.805,,,,13745.00,2384.25,rooftop,lease,Paid
6343,Dover,19904,07/07/2015,PV,Residential,2.805,,,,33150.00,2384.25,rooftop,lease,Paid
6578,Rehoboth Beach,19971,07/30/2015,PV,Residential,2.805,,,,14025.00,2384.25,rooftop,lease,Paid
R00980,South Bethany Beach,19930,02/09/2010,PV,Residential,2.82,,,,55000.00,6250.00,,,Paid
R01389,Lewes,19958,09/29/2011,PV,Residential,2.82,,,,21737.00,3525.00,,,Paid - ARRA
R01059,Dover,19901,07/08/2010,PV,Residential,2.85,,,,21412.00,5353.00,,,Paid
R01949,Smyrna,19977,11/15/2013,PV,Residential,2.85,,,,7011.00,3562.50,,,Paid
6432,Rehoboth Beach,19971,06/20/2015,PV,Residential,2.85,,,,12136.00,2422.50,rooftop,owned,Paid
7275,New Castle,19720,04/18/2016,PV,Residential,2.86,,,,14300.00,1000.00,rooftop,ppa,Paid
7839,New Castle,19720,05/11/2016,PV,Residential,2.86,,,,12727.00,1000.00,rooftop,lease,Paid
7472,New Castle,19720,05/16/2016,PV,Residential,2.86,,,,31210.00,1000.00,ground,lease,Paid
8141,Newark,19711,10/17/2016,PV,Residential,2.86,,,,17355.00,1000.00,rooftop,lease,Paid
8506,Smyrna,19977,12/20/2016,PV,Residential,2.86,,,,30462.00,1000.00,rooftop,ppa,Paid
7930,New Castle,19720,02/03/2017,PV,Residential,2.86,,,,12727.00,1000.00,rooftop,lease,Paid
8411,New Castle,19720,07/11/2017,PV,Residential,2.86,,,,23108.00,1000.00,rooftop,ppa,Paid
8603,New Castle,19720,12/22/2016,PV,Residential,2.86,,,,11554.00,1000.00,rooftop,lease,Paid
8541,Bear,19701,12/02/2016,PV,Residential,2.86,,,,24159.00,1000.00,rooftop,lease,Paid
8800,Wilmington,19808,02/02/2017,PV,Residential,2.86,,,,47268.00,1000.00,rooftop,lease,Paid
8819,New Castle,19720,12/19/2016,PV,Residential,2.86,,,,25210.00,1000.00,rooftop,ppa,Paid
9064,New Castle,19720,08/08/2017,PV,Residential,2.86,,,,8465.00,1430.00,rooftop,owned,Paid
9065,Laurel,19956,07/25/2017,PV,Residential,2.86,,,,22058.00,1000.00,rooftop,lease,Paid
R01474,Wilmington,19804,01/05/2012,PV,Residential,2.88,,,,12671.60,3600.00,,,Paid
5915,Wilmington,19805,03/03/2015,PV,Residential,2.88,,,,14400.00,2448.00,rooftop,ppa,Paid
8108,Millsboro,19966,08/22/2016,PV,Residential,2.915,,,,27123.00,1000.00,rooftop,ppa,Paid
8050,Wilmington,19805,09/26/2016,PV,Residential,2.915,,,,47170.00,1000.00,rooftop,ppa,Paid
7914,Newark,19702,10/29/2016,PV,Residential,2.915,,,,12971.00,1000.00,rooftop,ppa,Paid
8211,Wilmington,19801,12/02/2016,PV,Residential,2.915,,,,29481.00,1000.00,rooftop,ppa,Paid
7678,Wilmington,19805,01/19/2017,PV,Residential,2.915,,,,33019.00,1000.00,rooftop,lease,Paid
8733,Claymont,19703,12/09/2016,PV,Residential,2.915,,,,11776.00,1000.00,rooftop,ppa,Paid
7236,Wilmington,19805,01/18/2017,PV,Residential,2.915,,,,14575.00,1000.00,rooftop,lease,Paid
R00850,Hockessin,19707,07/07/2009,PV,Residential,2.94,,,,22785.00,5696.25,,,Paid
R01254,Wilmington,19808,04/08/2011,PV,Residential,2.96,,,,19900.00,3700.00,,,Paid - ARRA
R01460,Wilmington,19804,12/08/2011,PV,Residential,2.96,,,,23030.80,3700.00,,,Paid
R00106,Rehoboth Beach,19971,06/02/2006,PV,Residential,3,,,,30947.00,15473.50,,,Paid
R00240,New Castle,19720,08/15/2007,PV,Residential,3,,,,27524.00,13762.00,,,Paid
R00245,Rehoboth Beach,19971,09/07/2007,PV,Residential,3,,,,24000.00,12000.00,,,Paid
NR00044,Dewey Beach,19971,03/03/2008,PV,Non_Residential,3,,,,27750.00,6937.50,,,Paid
R00348,Ocean View,19970,03/18/2008,PV,Residential,3,,,,29800.00,14900.00,,,Paid
R00395,Dewey Beach,19971,05/12/2008,PV,Residential,3,,,,24000.00,12000.00,,,Paid
R00425,Milford,19963,07/22/2008,PV,Residential,3,,,,23250.00,11625.00,,,Paid
R00630,Wilmington,19804,12/18/2008,PV,Residential,3,,,,24750.00,12375.00,,,Paid
R00640,Dewey Beach,19971,12/22/2008,PV,Residential,3,,,,28890.00,14445.00,,,Paid
R01788,New Castle,19720,05/28/2013,PV,Residential,3,,,,10396.00,3750.00,,,Paid
R01878,Newark,19711,09/12/2013,PV,Solar Lease,3,,,,14700.00,3750.00,,,Paid
9338,Ocean View,19970,01/22/2019,PV,Residential,3.025,,,,29500.00,1512.50,rooftop,owned,Paid
R01415,Newark,19702,10/27/2011,PV,Solar Lease,3.04,,,,23649.20,3800.00,,,Paid
R01576,Lewes,19958,06/19/2012,PV,Residential,3.05,,,,14233.45,3818.75,,,Paid
R01627,Rehoboth Beach,19971,09/19/2012,PV,Residential,3.06,,,,14248.00,3825.00,,,Paid
R01745,Rehoboth Beach,19971,02/27/2013,PV,Residential,3.06,,,,12154.00,3825.00,,,Paid
5542,New Castle,19720,12/24/2014,PV,Residential,3.06,,,,14994.00,2601.00,rooftop,lease,Paid
5796,Wilmington,19805,02/09/2015,PV,Residential,3.06,,,,20400.00,2601.00,rooftop,ppa,Paid
6826,Wilmington,19809,10/08/2015,PV,Residential,3.06,,,,15300.00,1000.00,rooftop,lease,Paid
8655,Hockessin,19707,11/10/2016,PV,Residential,3.06,,,,34714.00,1683.00,rooftop,owned,Paid
R00552,Wilmington,19808,10/06/2008,PV,Residential,3.075,,,,36500.00,18250.00,,,Paid
R00881,Greenville,19807,08/26/2009,PV,Residential,3.075,,,,26085.14,6521.28,,,Paid - ARRA
R01094,Greenville,19807,08/31/2010,PV,Residential,3.075,,,,19553.37,4888.34,,,Paid - ARRA
9503,Wilmington,19809,04/19/2018,PV,Residential,3.1,,,,15835.00,1550.00,rooftop,owned,Paid
R01504,Hockessin,19707,03/02/2012,PV,Residential,3.12,,,,18174.00,3900.00,,,Paid
R02202,Bear,19701,06/18/2014,PV,Residential,3.12,,,,12966.00,3900.00,,,Paid
7465,Hartly,19953,03/30/2016,PV,Residential,3.12,,,,40300.00,1000.00,rooftop,lease,Paid
7431,Wilmington,19805,04/21/2016,PV,Residential,3.12,,,,15600.00,1000.00,rooftop,ppa,Paid
7191,Dover,19901,05/17/2016,PV,Residential,3.12,,,,42900.00,1000.00,rooftop,ppa,Paid
7823,Newark,19713,05/26/2016,PV,Residential,3.12,,,,37024.00,1000.00,rooftop,lease,Paid
7474,Harrington,19952,08/25/2016,PV,Residential,3.12,,,,52000.00,1000.00,rooftop,ppa,Paid
7908,Wilmington,19803,09/13/2016,PV,Residential,3.12,,,,50908.00,1000.00,rooftop,lease,Paid
8276,Newark,19702,09/26/2016,PV,Residential,3.12,,,,54379.00,1000.00,rooftop,lease,Paid
8391,Wilmington,19803,10/03/2016,PV,Residential,3.12,,,,26260.00,1000.00,rooftop,ppa,Paid
8387,Ocean view,19970,10/07/2016,PV,Residential,3.12,,,,44116.00,1000.00,rooftop,ppa,Paid
8167,Bear,19701,10/17/2016,PV,Residential,3.12,,,,38181.00,1000.00,rooftop,lease,Paid
7576,Bear,19701,10/17/2016,PV,Residential,3.12,,,,28600.00,1000.00,rooftop,ppa,Paid
8407,Newark,19702,10/17/2016,PV,Residential,3.12,,,,60923.00,1000.00,rooftop,ppa,Paid
8133,Bethany Beach,19930,10/18/2016,PV,Residential,3.12,,,,28925.00,1000.00,rooftop,lease,Paid
8429,Middletown,19709,11/11/2016,PV,Residential,3.12,,,,34663.00,1000.00,rooftop,ppa,Paid
8475,Lewes,19958,11/16/2016,PV,Residential,3.12,,,,12324.00,1716.00,rooftop,owned,Paid
